Km,Vmax,id,activity,X,IR,pot2,ph,temp,dstr,cryst,lgCmin,lgCmax,Cmin,Cmax,lgCconst,Cconst,lgCcat,Ccat,lgvolume,Mcoat,Sufrace,MolWt,PEOE_VSA7,PEOE_VSA9,VSA_EState8,Kappa2,BalabanJ,MinAbsEStateIndex,MinEStateIndex,EState_VSA6,VSA_EState4,PEOE_VSA8,MinPartialCharge,EState_VSA4,SMR_VSA7,Complexity1,TPSA1,TPSA2,TPSA,XLogP,MaxEStateIndex.1,MaxEStateIndex.2,MinPartialCharge.1,MaxPartialCharge.1,BCUT2D_CHGLO,polym,Complexity
400,0.968,648,3,3.027,1.093,0.263,7,27.4,3,7,-3,2.903089987,0.001,800,-0.353396714,0,-3,0.001,1.806179974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,0,-0.254557431,-0.254557431,0,0,0
0.511,0.122166667,649,3,2.63,1.32,-0.1568,7,25,3,4,-3,0.477121255,0.001,3,2,100,-2.301029996,0.005,6.765817515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,10.75694444,-0.254557431,-0.254557431,0,0,0
34.58,0.00233,650,3,2.757,1.071,-0.05,6.8,38,3,7,-3,1.477121255,0.001,30,0,0,-1.698970004,0.02,6.650871622,3400,1,106.121,0,26.42752786,1.75,5.88,1.05E-07,0.125,-0.125,0,0,0,-0.393990542,13.21376393,0,0,40.5,52,52.99,53,6,10.75694444,-0.254557431,-0.254557431,-1.699066797,32.03889899,10
6.72,0.0196,651,3,3.12,1.128,0.038,9,44,3,2,0.397940009,1.477121255,2.5,30,-0.085193747,2.36,-2,0.01,1.474085082,5000,1,44.053,0,13.21376393,2,0.206165084,2.25,1,1,0,0,0,-0.376667636,13.21376393,0,0,40.5,52,12.53,-0.1,6,0,-0.254557431,-0.254557431,-1.241764757,113.4996482,10
0.034,0.522,652,1,2.372,1.279,-1.358,4,40,2,6,-1.522878745,0.301029996,0.03,2,0.320411998,8.02,-1.751015991,0.48078,1.84509804,267.49,0.2,549.969,70.75297264,0,5.399846115,39.05486652,0,0.331506779,-0.664233856,0,5.473640837,6.420821623,-0.48123039,19.38639965,24.30408043,226,52,40.5,63.32,63.3,5.99273862,6,-0.39829863,0.037337328,-1.991144651,0.486372868,0
30.11,1.809,653,1,2.372,1.279,-1.358,4,40,2,6,0.477121255,1.903089987,3,80,1,10,-1.84436975,0.54002,1.84509804,267.49,0.2,549.969,70.75297264,0,5.399846115,39.05486652,0,0.331506779,-0.664233856,0,5.473640837,6.420821623,-0.48123039,19.38639965,24.30408043,0,40.5,52,63.32,63.3,6,5.99273862,-0.254557431,-0.254557431,-1.991144651,0.486372868,0
142.34,4.488,655,1,2.372,1.279,-1.358,4,40,3,6,0.477121255,1.903089987,3,80,1,10,-2.860205999,0.10003,3.341830057,370.64,0.2,370.646,37.74819495,0,6.959163038,22.47093328,3.760771659,0.365852344,0.365852344,18.48573008,0,0,-0.106732584,0,0,0,40.5,52,0,10.2,6,5.99273862,-0.254557431,-0.254557431,-2.177694159,0.999983812,0
0.182,0.679,656,1,2.372,1.279,-1.358,4,40,3,6,-1.522878745,0.301029996,0.03,2,0,0,-1.705037326,0.03128,1.799340549,267.49,0.2,267.501,38.64886452,0,3.141017525,17.7,3.007721771,0.862283951,0.862283951,0,5.473640837,0,-0.330473504,6.544756406,12.15204021,226,52,40.5,26.02,7.6,5.99273862,6,-0.39829863,0.037337328,-1.991144631,0.999958879,0
195.48,3.82,657,1,2.372,1.279,-1.358,4,40,3,6,0.477121255,1.903089987,3,80,1,10,-3.120411998,0.02403,1.799340549,267.49,0.2,267.501,38.64886452,0,3.141017525,17.7,3.007721771,0.862283951,0.862283951,0,5.473640837,0,-0.330473504,6.544756406,12.15204021,0,40.5,52,26.02,7.6,6,5.99273862,-0.254557431,-0.254557431,-1.991144631,0.999958879,0
0.27,0.787,658,1,2.544,1.191,-1.358,4,40,3,6,-1.522878745,0.301029996,0.03,2,0.098970004,2.41,-1.281342787,0.2338,6.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
211.59,4.366,659,1,2.544,1.191,-1.358,4,40,3,6,0.477121255,1.903089987,3,80,1,10,-1.291186391,0.075,6.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.207,0.00072411,660,1,2.433,1.48,0.263,4.5,60,3,7,-1.301029996,-0.124938737,0.05,0.75,0.397940009,2.5,-2.301029996,0.005,2.096910013,5750,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29E-08,0.583333333,0.583333333,0,0,0,-0.376667636,19.82064589,0,226,52,40.5,25.06,25.1,5.99273862,6,-0.39829863,0.037337328,-1.504874638,56.29913936,0
0.936,0.00013193,661,1,2.433,1.48,0.263,4.5,60,3,7,-3,1.698970004,0.001,50,-0.602059991,0.25,-2.301029996,0.005,2.096910013,5750,0.2,102.133,6.9237372,25.92461228,5.041666667,2.284554637,7.29E-08,0.583333333,0.583333333,0,0,0,-0.376667636,19.82064589,0,0,40.5,52,25.06,25.1,6,5.99273862,-0.254557431,-0.254557431,-1.504874638,56.29913936,0
2.22,0.00032446,662,1,2.433,1.48,0.263,4.5,60,3,7,-1.301029996,-0.124938737,0.05,0.75,0.397940009,2.5,-2.301029996,0.005,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.645,4.23E-05,663,1,2.433,1.48,0.263,4.5,60,3,7,-3,1.698970004,0.001,50,-0.602059991,0.25,-2.301029996,0.005,2.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.1062,0.000361,664,1,2.768,1.127,-0.437,4,25,3,4,-1,-0.096910013,0.1,0.8,0.301029996,2,-1.096910013,0.08,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
3.82,0.000597,665,1,2.768,1.127,-0.437,4,25,3,4,0,0.903089987,1,8,-0.698970004,0.2,-1.096910013,0.08,12.52827378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.053,0.0001709,666,1,2.976,1.155,-0.308,4,25,2,2,-2,-1,0.01,0.1,0.397940009,2.5,-1.15490196,0.07,7.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
4.25,0.0002006,667,1,2.976,1.155,-0.308,4,25,2,2,0,1.397940009,1,25,-0.096910013,0.8,-1.15490196,0.07,7.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.456,5.95E-05,668,1,2.64,1.379,-0.4274,3,37,2,5.2,-1,0.079181246,0.1,1.2,-1.301029996,0.05,-1.853871964,0.014,6.397940009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.409,6.32E-05,670,1,2.24,1.285,0.17,4.5,45,3,6,-0.698970004,0.301029996,0.2,2,1.301029996,20,-1.938089935,0.02914,2.334453751,66500,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,226,52,40.5,21.59,21.6,5.99273862,6,-0.39829863,0.037337328,-2.205048427,326.8873443,0
0.406,5.49E-05,671,1,2.24,1.285,0.17,4.5,45,3,6,-1,1.301029996,0.1,20,0.301029996,2,-1.961709797,0.01944,2.334453751,66500,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.99273862,-0.254557431,-0.254557431,-2.205048427,326.8873443,0
5.47,0.00418,672,3,2.24,1.285,0.17,9,60,3,6,-1,1.301029996,0.1,20,0,0,-1.961709797,0.01944,2.334453751,66500,0.2,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,49.7,21.59,21.6,6,0,-0.254557431,-0.254557431,-2.205048427,326.8873443,0
0.17,2.81E-05,673,1,2.771,1.299,1.124,4.4,25,3,7,-1,-0.096910013,0.1,0.8,0.698970004,5,0,1,3,1135,1,1134.987,0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0,0,0,-0.393566318,0,0,226,52,40.5,554.05,-15,5.99273862,6,-0.39829863,0.037337328,-2.495559109,1.000011454,1480
1.42,2.85E-05,674,1,2.771,1.299,1.0124,4.4,25,3,7,0,0.903089987,1,8,-0.301029996,0.5,0,1,3,1135,1,1134.987,0,46.24817375,-7.327317349,26.02905323,1.076405941,1.046759621,-2.207173404,0,0,0,-0.393566318,0,0,0,40.5,52,554.05,-15,6,5.99273862,-0.254557431,-0.254557431,-2.495559109,1.000011454,1480
0.25,1.85E-05,675,1,2.771,1.299,-0.0718,4.4,25,3,7,-1,-0.096910013,0.1,0.8,0.698970004,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
5.17,1.79E-05,676,1,2.771,1.299,-0.0976,4.4,25,3,7,0,0.903089987,1,8,-0.301029996,0.5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.221,0.000219,677,1,2.335,0.966,-0.027,4,25,3,4.6,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,7.070407322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.0192,0.000241,678,1,2.335,0.966,-0.027,4,25,3,4.6,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,7.070407322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.123,0.000172,680,1,2.341,1.004,-0.007,4,25,3,4.6,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,7.431363764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.916,0.000102,681,1,2.346,1.041,-0.005,4,25,3,4.6,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,6.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.252,0.000145,682,1,2.346,1.041,-0.005,4,25,3,4.6,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,6.903089987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.08,0.000478,683,1,2.33,0.928,-0.012,4,25,1,5,-3,0.698970004,0.001,5,-0.602059991,0.25,-1.301029996,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.0907,0.000127,684,1,2.33,0.928,-0.012,4,25,1,4.6,-3,0.079181246,0.001,1.2,0,1,-1.301029996,0.05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.66,7.16E-06,687,1,2.22,1.515,0.201,4.4,50,3,6,-1,-0.301029996,0.1,0.5,-1,0.1,-0.397940009,0.4,6.379173575,364.45,0.2,586.76,25.68328649,27.68777235,5.847442893,35.91,-2.85E-07,0,-0.909309449,0,0,5.969305288,-1,17.3246741,0,226,52,40.5,40.13,31.17063007,5.99273862,6,-0.39829863,0.037337328,0,0.621122776,0
0.449,8.51E-06,688,1,2.22,1.515,0.201,4.2,50,3,6,-1,-0.301029996,0.1,0.5,-1,0.1,-0.397940009,0.4,6.379173575,364.45,0.2,586.76,25.68328649,27.68777235,5.847442893,35.91,-2.85E-07,0,-0.909309449,0,0,5.969305288,-1,17.3246741,0,0,40.5,52,40.13,31.17063007,6,5.99273862,-0.254557431,-0.254557431,0,0.621122776,0
0.3016,3.11E-05,689,1,2.115,1.29,-0.38,4,40,3,7,-3,0,0.001,1,1,10,-2.204119983,0.00625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.308,9.15E-05,690,1,2.115,1.29,-0.38,4,40,3,7,-3,0.903089987,0.001,8,-0.088309841,0.82,-2.204119983,0.00625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.73,1.56E-05,692,1,2.821,1.121,0.021,3.5,45,2,3,-1,0.698970004,0.1,5,-0.522878745,0.3,-2.096910013,0.008,6.496420368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.17,3.93E-05,693,1,2.33,0.928,-0.012,4,45,3,7,-3,-0.346787486,0.001,0.45,-0.698970004,0.2,-3.522878745,0.0003,6.903089987,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328,0,0.744452065,0
0.3,5.62E-05,694,1,2.33,0.928,-0.012,4,45,3,6.8,-3,-0.096910013,0.001,0.8,-0.698970004,0.2,-3.522878745,0.0003,6.903089987,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431,0,0.744452065,0
0.43,2.00E-06,695,1,2.507,1.4,-0.04,3,45,2,6,-2,0.301029996,0.01,2,-1,0.1,-1,0.1,4.496376054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
13.17,1.00E-05,696,1,2.507,1.4,-0.04,3,45,2,6,1,2,10,100,-0.301029996,0.5,-1,0.1,4.496376054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.32,1.03E-05,697,1,2.487,1.493,-0.04,3,45,2,6,-2,0.301029996,0.01,2,-1,0.1,-1,0.1,4.319730494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
5.63,6.00E-06,698,1,2.487,1.493,-0.04,3,45,2,6,1,2,10,100,-0.301029996,0.5,-1,0.1,4.319730494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.012,1.07E-05,701,1,2.664,1.135,-0.23,5,35,3,7,-2,-1.096910013,0.01,0.08,2.397940009,250,-2.131633989,0.04078,4.632204133,390.3,1,390.354,56.58281356,0,0,4.802678743,1.822147984,0.407859727,-0.407859727,24.26546827,1.865948602,33.0262544,-0.288141672,32.31734529,70.78474251,226,52,40.5,92.34,3.3,5.99273862,6,-0.39829863,0.037337328,-2.230233662,0.999861664,735
18.64,2.91E-05,702,1,2.664,1.135,-0.23,5,35,3,7,0,1,1,10,0,1,-2.860205999,0.10003,4.632204133,390.3,1,390.354,56.58281356,0,0,4.802678743,1.822147984,0.407859727,-0.407859727,24.26546827,1.865948602,33.0262544,-0.288141672,32.31734529,70.78474251,0,40.5,52,92.34,3.3,6,5.99273862,-0.254557431,-0.254557431,-2.230233662,0.999861664,735
0.049,2.61E-05,703,1,2.75,1.32,1.3246,3.8,45,3,7,-1.698970004,-1.096910013,0.02,0.08,-0.602059991,0.25,-0.522878745,0.3,4.431363764,390.3,1,648.423,56.58281356,5.969305288,0,13.64973917,3.14E-07,0,-2.974537037,24.26546827,-1.108588435,57.80650822,-0.550041816,32.31734529,70.78474251,226,52,40.5,232.96,97.01848342,5.99273862,6,-0.39829863,0.037337328,0,0.601921894,735
0.7414,1.55E-05,704,1,2.75,1.32,-0.2914,3.8,45,3,7,0,0.77815125,1,6,-0.698970004,0.2,-0.522878745,0.3,4.431363764,390.3,1,648.423,56.58281356,5.969305288,0,13.64973917,3.14E-07,0,-2.974537037,24.26546827,-1.108588435,57.80650822,-0.550041816,32.31734529,70.78474251,0,40.5,52,232.96,97.01848342,6,5.99273862,-0.254557431,-0.254557431,0,0.601921894,735
0.0603,2.08E-05,705,1,2.75,1.32,0.2136,3.8,45,3,7,-1.698970004,-1.096910013,0.02,0.08,-0.602059991,0.25,-0.522878745,0.3,3.528273777,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328,0,0.744452065,0
3.927,1.74E-05,706,1,2.75,1.32,-0.3048,3.8,45,3,7,0,0.77815125,1,6,-0.698970004,0.2,-0.522878745,0.3,3.528273777,192.12,0.2,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,0,40.5,52,140.62,141,6,5.99273862,-0.254557431,-0.254557431,0,0.744452065,0
1.36,0.0002729,707,1,2.326,1.336,0.171,4,25,3,7,-3,0.301029996,0.001,2,3,1000,-1.397940009,0.04,3.973497309,30000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,269.9201036,120
25.46,0.0004281,708,1,2.326,1.336,0.171,4,25,3,7,-3,1.77815125,0.001,60,0.301029996,2,-1.397940009,0.04,3.973497309,30000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,269.9201036,120
0.0121,0.00011,709,2,2.326,1.336,0.171,4,25,3,7,-3,-1,0.001,0.1,0,0,-2.096910013,0.008,3.973497309,30000,1,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,12.4,42.8,49.7,20.31,0.4,10.5324452,0,-0.5050473,0.377497234,-2.048432761,269.9201036,120
0.2411,0.00065,710,1,2.75,1.32,0.0486,3.6,37,3,5,-3,0.301029996,0.001,2,3,1000,-2,0.01,6.341830057,10000,0.2,106.121,0,26.42752786,1.75,5.88,1.05E-07,0.125,-0.125,0,0,0,-0.393990542,13.21376393,0,226,52,40.5,52.99,53,5.99273862,6,-0.39829863,0.037337328,-1.699066797,94.23205586,0
0.1277,0.000275,711,1,2.54,1.51,1.69,3.6,37,3,6.6,-3,-0.045757491,0.001,0.9,3,1000,-2,0.01,3.341830057,192.12,0,258.069,0,5.969305288,0,11.45982806,-2.40E-07,0,-2.974537037,0,-2.974537037,24.78025382,-0.550041816,0,0,226,52,40.5,140.62,141,5.99273862,6,-0.39829863,0.037337328,0,0.744452065,0
0.1037,0.000562,712,1,2.55,0.7,-0.1226,3.6,37,3,6.6,-3,0.301029996,0.001,2,3,1000,-2,0.01,6.528273777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.027,0.000113,713,2,2.81,1.063,0.016,3.8,25,1,5.6,-2.301029996,0,0.005,1,-0.079588002,0,-2,0.01,4.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,0,-0.39829863,0.037337328,0,0,0
0.03,4.60E-05,714,2,2.81,1.063,0.016,3.8,25,1,4.8,-2.301029996,0,0.005,1,0.6,0,-2,0.01,4.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,40.5,0,0,11.3319983,0,-0.744035145,0.211204803,0,0,0
0.179,0.000578,716,1,2.802,1.084,-0.103,4,34,1,5.6,-2,-0.397940009,0.01,0.4,0.698970004,5,-1.301029996,0.05,7.677698181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.12,5.30E-05,717,1,2.802,1.084,-0.103,4,33,1,6,-1,0.602059991,0.1,4,-1.301029996,0.05,-1.301029996,0.05,7.677698181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.444,9.50E-05,718,2,2.802,1.084,-0.103,4,34,1,5.6,-2,-0.096910013,0.01,0.8,0,0,-1.301029996,0.05,7.677698181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,0,-0.39829863,0.037337328,0,0,0
0.036,no,719,1,2.6118,1.1876,-0.13,4,34,1,7,-2,-0.698970004,0.01,0.2,1,10,0.477121255,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
8.17,no,720,1,2.4766,1.2404,-0.13,4,33,1,7,-0.301029996,1.301029996,0.5,20,-1,0.1,0.477121255,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
167.8,0.000251,722,1,2.5484,1.3048,0.1206,5,27,3,7,1.698970004,3.301029996,50,2000,-0.301029996,0.5,0,1,7.193820026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.0558,9.54E-05,723,1,2.6866,1.0848,-0.0704,4,34,1,7,-1.698970004,-0.698970004,0.02,0.2,1,10,0.477121255,3,8.602059991,1300000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,11696.53782,0
22.48,5.25E-05,724,1,2.6866,1.0848,-0.0704,4,34,1,7,0.301029996,1.531478917,2,34,-1,0.1,0.477121255,3,8.602059991,1300000,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,11696.53782,0
0.0025,6.23E-05,725,1,2.54,1.51,1.69,3,40,3,5.6,-3,-0.22184875,0.001,0.6,2.602059991,400,-2,0.01,4.632204133,66500,1,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,226,52,40.5,21.59,21.6,5.99273862,6,-0.39829863,0.037337328,-2.205048427,326.8873443,177
25.3,7.21E-05,726,1,2.54,1.51,1.69,3,40,3,5.6,1,2.477121255,10,300,-0.301029996,0.5,-2,0.01,4.632204133,66500,1,203.434,39.28206812,0,15.13634259,3.742918213,4.226502749,0.882716049,-1.428626543,0,0,6.9237372,-0.535385563,5.897745344,0,0,40.5,52,21.59,21.6,6,5.99273862,-0.254557431,-0.254557431,-2.205048427,326.8873443,177
0.13,no,727,1,2.205,1.31,-0.225,7,25,3,6,-1.739794001,-0.222927756,0.048,0.72,0.460205999,13.016,-2.173925197,0.0067,5.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
7.2,no,728,1,2.205,1.31,-0.225,7,25,3,6,-0.180617998,1.456660246,11.122,604.824,-0.523957752,0.53,-2.173925197,0.0067,5.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
0.525,4.29E-05,729,1,2.44,1.397,-0.024,6.9,30,2,5.6,-0.698970004,0.079181246,0.2,1.2,-1.096910013,0.08,-2.744727495,0.0018,4.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,52,40.5,0,0,5.99273862,6,-0.39829863,0.037337328,0,0,0
0.0116,5.16E-05,730,1,2.44,1.397,-0.024,6.9,30,2,6,-2,-0.920818754,0.01,0.12,0.079181246,1.2,-2.744727495,0.0018,4.602059991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,52,0,0,6,5.99273862,-0.254557431,-0.254557431,0,0,0
1.79,0.000456,731,1,1.855,1.375,-0.365,4,35,3,0,-1,0.397940009,0.1,2.5,1.698970004,50,-2.455931956,0.0035,3.321629909,2045.64,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,0,0
0.06,0.000132,732,1,1.855,1.375,-0.365,4,35,3,0,-3,0,0.001,1,-0.096910013,0.8,-2.455931956,0.0035,3.321629909,45.64,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,0,0
0.38,0.000238,733,1,1.83,1.4,-0.45,4,35,3,0,-1,0.397940009,0.1,2.5,1.698970004,50,-2.455931956,0.0035,3.321629909,2045.64,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,226,52,40.5,20.31,0.4,5.99273862,6,-0.39829863,0.037337328,-2.048432761,0,0
0.32,0.00041,734,1,1.83,1.4,-0.45,4,35,3,0,-3,0,0.001,1,-0.096910013,0.8,-2.455931956,0.0035,3.321629909,45.64,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,0,0
1.14,1.72E-05,736,1,1.88,1.35,-0.28,4,35,3,0,-3,0,0.001,1,-0.096910013,0.8,-2.455931956,0.0035,3.321629909,45.64,0.2,111.144,12.62077651,0,4.36162037,1.987228406,2.536681979,0.208333333,0.208333333,11.09986462,0,12.96557803,-0.319671229,12.96557803,12.77889057,0,40.5,52,20.31,0.4,6,5.99273862,-0.254557431,-0.254557431,-2.048432761,0,0
